"","id","submitted","updated","title","abstract","authors","affiliations","link_abstract","link_pdf","link_doi","comment","journal_ref","doi","primary_category","categories"
"11","cond-mat/9401003v1","1994-01-03 14:54:00","1994-01-03 14:54:00","Chaotic Dynamics of High Order Neural Networks","  The dynamics of an extremely diluted neural network with high order synapses
acting as corrections to the Hopfield model is investigated. As in the fully
connected case, the high order terms may strongly improve the storage capacity
of the system. The dynamics displays a very rich behavior, and in particular a
new chaotic phase emerges depending on the weight of the high order connections
$\epsilon$, the noise level $T$ and the network load defined as the rate
between the number of stored patterns and the mean connectivity per neuron
$\alpha =P/C$.
","N. Lemke|J. J. Arenzon|F. A. Tamarit","","http://arxiv.org/abs/cond-mat/9401003v1","http://arxiv.org/pdf/cond-mat/9401003v1","http://dx.doi.org/10.1007/BF02179396","16 pages, LaTeX (11 figures upon request), IFUFRGS-JJA-9303","J. Stat. Phys 79 (1995) 415","10.1007/BF02179396","cond-mat","cond-mat|chao-dyn|nlin.CD|q-bio.NC"
"12","hep-ph/9401343v1","1994-01-27 19:26:00","1994-01-27 19:26:00","Higgs Search by Neural Networks at LHC","  We show that neural network classifiers can be used to discriminate Higgs
production from background at LHC for $ 150< M_H<200$ GeV. The results compare
favourably with ordinary multivariate analysis.
","P. Chiappetta|P. Colangelo|P. De Felice|G. Nardulli|G. Pasquariello","","http://arxiv.org/abs/hep-ph/9401343v1","http://arxiv.org/pdf/hep-ph/9401343v1","http://dx.doi.org/10.1016/0370-2693(94)91110-X","LaTex, 9 pages, 1 figure (Postscript file included), CPT-93/PE 2969,
  BARI-TH/159-93","Phys.Lett. B322 (1994) 219-223","10.1016/0370-2693(94)91110-X","hep-ph","hep-ph"
"13","cs/9402101v1","1994-02-01 00:00:00","1994-02-01 00:00:00","Learning the Past Tense of English Verbs: The Symbolic Pattern
  Associator vs. Connectionist Models","  Learning the past tense of English verbs - a seemingly minor aspect of
language acquisition - has generated heated debates since 1986, and has become
a landmark task for testing the adequacy of cognitive modeling. Several
artificial neural networks (ANNs) have been implemented, and a challenge for
better symbolic models has been posed. In this paper, we present a
general-purpose Symbolic Pattern Associator (SPA) based upon the decision-tree
learning algorithm ID3. We conduct extensive head-to-head comparisons on the
generalization ability between ANN models and the SPA under different
representations. We conclude that the SPA generalizes the past tense of unseen
verbs better than ANN models by a wide margin, and we offer insights as to why
this should be the case. We also discuss a new default strategy for
decision-tree learning algorithms.
","C. X. Ling","","http://arxiv.org/abs/cs/9402101v1","http://arxiv.org/pdf/cs/9402101v1","","See http://www.jair.org/ for an online appendix and other files
  accompanying this article","Journal of Artificial Intelligence Research, Vol 1, (1994),
  209-229","","cs.AI","cs.AI"
"14","cond-mat/9402080v1","1994-02-21 03:32:23","1994-02-21 03:32:23","Water Droplet Avalanches","  We analyze the statistics of water droplet avalanches in a continuously
driven system. Distributions are obtained for avalanche size, lifetime, and
time between successive avalanches, along with power spectra and return maps.
For low flow rates and different water viscosities, we observe a power-law
scaling in the size and lifetime distributions of water droplet avalanches,
indicating that a state with no characteristic time and length scales was
reached. Higher flow rates resulted in an exponential behavior with
characteristic scales.
","Britton Plourde|Franco Nori|Michael Bretz","Dept. of Physics, Un. of Michigan, Ann Arbor|Dept. of Physics, Un. of Michigan, Ann Arbor|Dept. of Physics, Un. of Michigan, Ann Arbor","http://arxiv.org/abs/cond-mat/9402080v1","http://arxiv.org/pdf/cond-mat/9402080v1","http://dx.doi.org/10.1103/PhysRevLett.71.2749","12-pages, LaTeX","Phys. Rev. Lett. 71 (1993) 2749-2752","10.1103/PhysRevLett.71.2749","cond-mat.dis-nn","cond-mat.dis-nn|adap-org|nlin.AO"
"15","cond-mat/9402096v1","1994-02-22 14:02:08","1994-02-22 14:02:08","Response Functions Improving Performance in Analog Attractor Neural
  Networks","  In the context of attractor neural networks, we study how the equilibrium
analog neural activities, reached by the network dynamics during memory
retrieval, may improve storage performance by reducing the interferences
between the recalled pattern and the other stored ones. We determine a simple
dynamics that stabilizes network states which are highly correlated with the
retrieved pattern, for a number of stored memories that does not exceed
$\alpha_{\star} N$, where $\alpha_{\star}\in[0,0.41]$ depends on the global
activity level in the network and $N$ is the number of neurons.
","Nicolas Brunel|Riccardo Zecchina","","http://arxiv.org/abs/cond-mat/9402096v1","http://arxiv.org/pdf/cond-mat/9402096v1","http://dx.doi.org/10.1103/PhysRevE.49.R1823","13 pages (with figures), LaTex (RevTex), to appear on Phys.Rev.E (RC)","","10.1103/PhysRevE.49.R1823","cond-mat","cond-mat|q-bio"
"16","cond-mat/9404036v1","1994-04-13 13:50:25","1994-04-13 13:50:25","Replica Symmetry Breaking in Attractor Neural Network Models","  The phenomenon of replica symmetry breaking is investigated for the retrieval
phases of Hopfield-type network models. The basic calculation is done for the
generalized version of the standard model introduced by Horner [1] and by
Perez-Vicente and Amit [2] which can exhibit low mean levels of neural
activity. For a mean activity $\bar a =1/2$ the Hopfield model is recovered. In
this case, surprisingly enough, we cannot confirm the well known one step
replica symmetry breaking (1RSB) result for the storage capacity which was
presented by Crisanti, Amit and Gutfreund [3] ($\alpha_c^{\hbox{\mf
1RSB}}\simeq 0.144$). Rather, we find that 1RSB- and 2RSB-Ans\""atze yield only
slightly increased capacities as compared to the replica symmetric value
($\alpha_c^{\hbox{\mf 1RSB}}\simeq 0.138\,186$ and $\alpha_c^{\hbox{\mf
2RSB}}\simeq 0.138\,187 $ compared to $\alpha_c^{\hbox{\mf RS}}\simeq
0.137\,905$), significantly smaller also than the value $\alpha_c^{\hbox{\mf
sim}} = 0.145\pm 0.009$ reported from simulation studies. These values still
lie within the recently discovered reentrant phase [4]. We conjecture that in
the infinite Parisi-scheme the reentrant behaviour disappears as is the case in
the SK-spin-glass model (Parisi--Toulouse-hypothesis). The same qualitative
results are obtained in the low activity range.
","H. Steffan|R. Kuhn","","http://arxiv.org/abs/cond-mat/9404036v1","http://arxiv.org/pdf/cond-mat/9404036v1","http://dx.doi.org/10.1007/BF01312198","Latex file, 20 pages, 8 Figures available from the authors upon
  request, HD-TVP-94-4","","10.1007/BF01312198","cond-mat","cond-mat"
"17","cmp-lg/9405017v1","1994-05-10 05:44:47","1994-05-10 05:44:47","Best-first Model Merging for Hidden Markov Model Induction","  This report describes a new technique for inducing the structure of Hidden
Markov Models from data which is based on the general `model merging' strategy
(Omohundro 1992). The process begins with a maximum likelihood HMM that
directly encodes the training data. Successively more general models are
produced by merging HMM states. A Bayesian posterior probability criterion is
used to determine which states to merge and when to stop generalizing. The
procedure may be considered a heuristic search for the HMM structure with the
highest posterior probability. We discuss a variety of possible priors for
HMMs, as well as a number of approximations which improve the computational
efficiency of the algorithm. We studied three applications to evaluate the
procedure. The first compares the merging algorithm with the standard
Baum-Welch approach in inducing simple finite-state languages from small,
positive-only training samples. We found that the merging procedure is more
robust and accurate, particularly with a small amount of training data. The
second application uses labelled speech data from the TIMIT database to build
compact, multiple-pronunciation word models that can be used in speech
recognition. Finally, we describe how the algorithm was incorporated in an
operational speech understanding system, where it is combined with neural
network acoustic likelihood estimators to improve performance over
single-pronunciation word models.
","Andreas Stolcke|Stephen M. Omohundro","ICSI, Berkeley, CA|ICSI, Berkeley, CA","http://arxiv.org/abs/cmp-lg/9405017v1","http://arxiv.org/pdf/cmp-lg/9405017v1","","63 pages","","","cmp-lg","cmp-lg|cs.CL"
"18","cmp-lg/9405035v1","1994-05-31 22:31:04","1994-05-31 22:31:04","Dual-Coding Theory and Connectionist Lexical Selection","  We introduce the bilingual dual-coding theory as a model for bilingual mental
representation. Based on this model, lexical selection neural networks are
implemented for a connectionist transfer project in machine translation. This
lexical selection approach has two advantages. First, it is learnable. Little
human effort on knowledge engineering is required. Secondly, it is
psycholinguistically well-founded.
","Ye-Yi Wang","Carnegie Mellon University","http://arxiv.org/abs/cmp-lg/9405035v1","http://arxiv.org/pdf/cmp-lg/9405035v1","","3 pages, ACL94 student session","","","cmp-lg","cmp-lg|cs.CL"
"19","astro-ph/9406010v1","1994-06-05 15:45:00","1994-06-05 15:45:00","Introduction: Why and How to Probe the Zone of Avoidance ?","  The motivation and major ways for probing the Zone of Avoidance (ZOA) are
reviewed. Galaxies hidden behind the ZOA may have important implications for
the internal dynamics of the Local Group, for the origin of its motion relative
to the Microwave Background, and for the connectivity of the large scale
structure. Current direct (`observational') methods for exploring the ZOA
include eye-balling of plates, source identification in the IRAS data base and
pointed and blind-search observations in 21 cm. Interesting regions identified
so far include the two crossing points of the Supergalactic Plane by the
Galactic Plane (at Galactic longitude $l \sim 135^o$, near Perseus-Pisces, and
$l \sim 315^o$, near the Great Attractor), the Puppis cluster (at $l \sim
240^o, cz \sim 1500$ km/sec) and the Ophiuchus cluster (at $l \sim 0^o, cz \sim
8400$ km/sec). New promising wavelengths are the $2 \mu$ and the X-ray band.
Indirect (`theoretical') approaches include `Wiener reconstruction' from
incomplete and noisy data, and using the peculiar velocity field as a probe of
the mass distribution hidden behind the ZOA. The problem of source confusion at
low Galactic latitude can be addressed by novel statistical methods, e.g.
Artificial Neural Networks.
","Ofer Lahav","","http://arxiv.org/abs/astro-ph/9406010v1","http://arxiv.org/pdf/astro-ph/9406010v1","","review talk at the 4th DAEC meeting (Meudon, Jan 1994) `Unveiling
  Large Scale Structures behind the Milky-Way', eds. C. Balkowski \& R.C.
  Kraan-Korteweg, in press (A.S.P.), 11 pages, uuencoded postscript file, 3
  figures upon request, IoA-ZOA1","","","astro-ph","astro-ph"
"20","hep-ex/9406003v2","1994-06-21 22:00:31","1994-06-23 22:13:23","A Neural Network for Locating the Primary Vertex in a Pixel Detector","  Using simulated collider data for $p+p\rightarrow 2{\rm Jets}\ $ interactions
in a 2-barrel pixel detector, a neural network is trained to construct the
coordinate of the primary vertex to a high degree of accuracy. Three other
estimates of this coordinate are also considered and compared to that of the
neural network. It is shown that the network can match the best of the
traditional estimates.
","R. Kantowski|Caren Marzban","","http://arxiv.org/abs/hep-ex/9406003v2","http://arxiv.org/pdf/hep-ex/9406003v2","http://dx.doi.org/10.1016/0168-9002(94)01133-8","10 pages in Latex, and now with 9 figures as uufiles, OKHEP-94-11","Nucl.Instrum.Meth.A355:582-588,1995","10.1016/0168-9002(94)01133-8","hep-ex","hep-ex"
"21","cmp-lg/9410018v1","1994-10-24 08:37:44","1994-10-24 08:37:44","Part-of-Speech Tagging with Neural Networks","  Text corpora which are tagged with part-of-speech information are useful in
many areas of linguistic research. In this paper, a new part-of-speech tagging
method based on neural networks (Net- Tagger) is presented and its performance
is compared to that of a HMM-tagger and a trigram-based tagger. It is shown
that the Net- Tagger performs as well as the trigram-based tagger and better
than the HMM-tagger.
","Helmut Schmid","University of Stuttgart","http://arxiv.org/abs/cmp-lg/9410018v1","http://arxiv.org/pdf/cmp-lg/9410018v1","","5 pages","Coling-94, 172-176","","cmp-lg","cmp-lg|cs.CL"
"22","cmp-lg/9411022v2","1994-11-16 23:31:30","1994-11-22 00:38:11","Adaptive Sentence Boundary Disambiguation","  Labeling of sentence boundaries is a necessary prerequisite for many natural
language processing tasks, including part-of-speech tagging and sentence
alignment. End-of-sentence punctuation marks are ambiguous; to disambiguate
them most systems use brittle, special-purpose regular expression grammars and
exception rules. As an alternative, we have developed an efficient, trainable
algorithm that uses a lexicon with part-of-speech probabilities and a
feed-forward neural network. After training for less than one minute, the
method correctly labels over 98.5\% of sentence boundaries in a corpus of over
27,000 sentence-boundary marks. We show the method to be efficient and easily
adaptable to different text genres, including single-case texts.
","David D. Palmer|Marti A. Hearst","","http://arxiv.org/abs/cmp-lg/9411022v2","http://arxiv.org/pdf/cmp-lg/9411022v2","","This is a Latex version of the previously submitted ps file
  (formatted as a uuencoded gz-compressed .tar file created by csh script). The
  software from the work described in this paper is available by contacting
  dpalmer@cs.berkeley.edu","Proceedings of ANLP 94","","cmp-lg","cmp-lg|cs.CL"
"23","astro-ph/9411071v1","1994-11-17 15:29:00","1994-11-17 15:29:00","Artificial Neural Networks as Non-Linear Extensions of Statistical
  Methods in Astronomy","  We attempt to de-mistify Artificial Neural Networks (ANNs) by considering
special cases which are related to other statistical methods common in
Astronomy and other fields. In particular we show how ANNs generalise Bayesian
methods, multi-parameter fitting, Principal Component Analysis (PCA), Wiener
filtering and regularisation methods. Examples of morphological classification
of galaxies illustrate how non-linear ANNs improve on linear techniques.
","Ofer Lahav","","http://arxiv.org/abs/astro-ph/9411071v1","http://arxiv.org/pdf/astro-ph/9411071v1","http://dx.doi.org/10.1016/0083-6656(94)90034-5","9 pages, uu-encoded compressed postscript file. Also available by
  anonymous ftp to cast0.ast.cam.ac.uk (131.111.68.35) at
  ftp://cast0.ast.cam.ac.uk/pub/lahav/vistas/vistas4.ps.Z with figure at
  ftp://cast0.ast.cam.ac.uk/pub/lahav/vistas/fig1.ps.Z To appear in Vistas in
  Astronomy, special issue on Artificial Neural Networks in Astronomy","","10.1016/0083-6656(94)90034-5","astro-ph","astro-ph"
"24","astro-ph/9411080v1","1994-11-18 15:50:18","1994-11-18 15:50:18","Spectral Classification of Galaxies","  We investigate the integrated spectra of a sample of 24 normal galaxies. A
principal component analysis suggests that most of the variance present in the
spectra is due to the differences in morphology of the galaxies in the sample.
We show that spectroscopic parameters extracted from the spectra, like the
amplitude of the 4000 \AA~ break or of the CN band, correlate well with Hubble
types and are useful for quantitative classification.
","Laerte Sodre Jr.|Hector Cuevas","","http://arxiv.org/abs/astro-ph/9411080v1","http://arxiv.org/pdf/astro-ph/9411080v1","http://dx.doi.org/10.1016/0083-6656(94)90039-6","7 pages uuencoded compressed PostScript file. To appear in Vistas in
  Astronomy, special issue on Artificial Neural Networks in Astronomy","","10.1016/0083-6656(94)90039-6","astro-ph","astro-ph"
"25","adap-org/9411003v1","1994-11-30 11:22:32","1994-11-30 11:22:32","An Evolutionary Approach to Associative Memory in Recurrent Neural
  Networks","  In this paper, we investigate the associative memory in recurrent neural
networks, based on the model of evolving neural networks proposed by Nolfi,
Miglino and Parisi. Experimentally developed network has highly asymmetric
synaptic weights and dilute connections, quite different from those of the
Hopfield model. Some results on the effect of learning efficiency on the
evolution are also presented.
","Sh. Fujita|H. Nishimura","Kobe University|Hyogo University of Education","http://arxiv.org/abs/adap-org/9411003v1","http://arxiv.org/pdf/adap-org/9411003v1","","7 pages, compressed and uuencoded postscript file","","","adap-org","adap-org|nlin.AO|q-bio"
"26","cond-mat/9412030v1","1994-12-06 09:26:29","1994-12-06 09:26:29","Attractor Neural Networks","  In this lecture I will present some models of neural networks that have been
developed in the recent years. The aim is to construct neural networks which
work as associative memories. Different attractors of the network will be
identified as different internal representations of different objects. At the
end of the lecture I will present a comparison among the theoretical results
and some of the experiments done on real mammal brains.
","Giorgio Parisi","Dipart. Fisica, Universita Roma I","http://arxiv.org/abs/cond-mat/9412030v1","http://arxiv.org/pdf/cond-mat/9412030v1","","","","","cond-mat","cond-mat|hep-th|q-bio.NC"
